Frequency [kHz], IN1
4.9918320309999995, -108.910049
4.996716309, -108.05719
5.0016005859999995, -105.520088
5.006484863, -103.478027
5.011369141, -103.383141
5.016253906, -104.551208
5.021138184000001, -105.218124
5.026022460999999, -104.748833
5.030906738, -105.701202
5.035791016, -107.154449
5.040675781, -108.963654
5.0455600590000005, -111.387115
5.050444336, -109.233856
5.0553286129999995, -105.832504
5.060212891, -104.692902
5.065097656, -104.557526
5.069981934, -106.431358
5.074866211, -111.767387
5.079750487999999, -120
5.084634766, -117.756386
5.089519531, -112.475021
5.094403809, -113.213844
5.099288086, -113.649353
5.104172363, -114.012634
5.1090566410000005, -117.201874
5.113941406, -112.080154
5.118825684, -108.917358
5.123709960999999, -106.856079
5.128594238, -108.016724
5.133478516, -120
5.138363281, -120
5.143247559000001, -115.191536
5.148131835999999, -112.730652
5.153016113, -112.638275
5.157900391, -112.25547
5.162785156, -118.441391
5.1676694340000005, -113.971329
5.172553711, -109.909164
5.177437987999999, -109.756012
5.182322266, -108.029625
5.187207031, -109.990906
5.192091309, -109.443802
5.196975586, -105.991028
5.201859862999999, -104.869202
5.206744141, -105.801155
5.211628906, -107.328674
5.216513184, -111.131622
5.221397461, -117.818192
5.226281738, -116.467361
5.231166016, -110.691788
5.236050781, -108.994865
5.240935059000001, -108.055382
5.245819335999999, -106.647247
5.250703613, -105.651947
5.255587891, -109.96608
5.260472656, -116.968384
5.265356934000001, -112.274666
5.270241210999999, -106.34874
5.275125488, -106.205101
5.280009766, -106.664444
5.284894531, -104.867592
5.289778809, -104.016487
5.294663086, -102.39032
5.299547362999999, -102.17247
5.304431641, -105.401596
5.309316406, -113.616623
5.314200684, -110.031677
5.319084961, -103.758247
5.323969238, -102.193138
5.328853516000001, -103.22979
5.333738281, -105.539673
5.338622559, -107.926567
5.3435068359999995, -108.837128
5.348391113, -113.358383
5.353275391, -110.266655
5.358160156, -106.231956
5.363044434000001, -106.839203
5.367928710999999, -114.369202
5.372812988, -117.239624
5.377697266, -114.545746
5.382582031, -116.567062
5.387466309000001, -119.351746
5.392350585999999, -115.547043
5.3972348629999995, -116.836548
5.402119141, -109.348389
5.407003906, -105.415558
5.411888184, -103.488297
5.416772461, -103.19281
5.421656737999999, -102.468597
5.426541504, -103.031197
5.431425781, -105.998993
5.436310059, -109.773392
5.441194336, -111.523163
5.446078613, -111.338608
5.450963379, -113.21785
5.4558476559999995, -120
5.460731934, -109.373932
5.4656162109999995, -102.364769
5.470500488, -100.310852
5.475385254, -101.380478
5.480269531, -104.895027
5.485153809000001, -111.093437
5.490038085999999, -106.76667
5.494922363, -105.217056
5.499807129, -106.857948
5.504691406, -111.810059
5.5095756840000005, -113.200439
5.514459960999999, -106.218842
5.5193442379999995, -104.44487
5.5242290039999995, -105.005432
5.529113281, -111.56208
5.533997559, -114.424965
5.538881836, -106.86969
5.543766112999999, -104.079819
5.548650879, -105.073914
5.553535156, -108.110268
5.558419434, -108.399368
5.563303711, -105.61998
5.568187988, -105.821854
5.573072754, -106.609688
5.5779570309999995, -107.759209
5.582841309, -111.912239
5.5877255859999995, -110.890945
5.592609863, -108.941254
5.597494629, -108.403313
5.602378906, -107.119461
5.607263184000001, -105.614967
5.612147460999999, -103.70488
5.617031738, -102.479485
5.621916504, -103.039337
5.626800781, -101.885895
5.6316850590000005, -101.166931
5.636569336, -103.085327
5.6414536129999995, -103.906975
5.6463383789999995, -103.13636
5.651222656, -104.204544
5.656106934, -107.820129
5.660991211, -113.720589
5.665875487999999, -108.125092
5.670760254, -104.149887
5.675644531, -103.994049
5.680528809, -108.5495
5.685413086, -105.424583
5.690297363, -102.685249
5.695182129, -104.631241
5.7000664059999995, -109.764137
5.704950684, -114.907227
5.709834960999999, -111.146912
5.714719238, -109.551285
5.719604004, -109.330032
5.724488281, -109.097198
5.729372559000001, -107.173004
5.734256835999999, -105.802948
5.739141113, -105.182755
5.744025879, -107.662369
5.748910156, -117.165192
5.7537944340000005, -110.962608
5.758678711, -112.073837
5.763562987999999, -108.693855
5.768447753999999, -110.33699
5.773332031, -120
5.778216309, -107.017708
5.783100586, -101.62851
5.787984862999999, -100.590446
5.792869629, -102.252625
5.797753906, -105.619087
5.802638184, -109.147377
5.807522461, -108.217384
5.812406738, -106.651016
5.817291504, -107.424789
5.822175781, -110.065552
5.827060059000001, -109.847733
5.831944335999999, -107.983047
5.836828613, -106.029526
5.841713379, -103.160286
5.846597656, -101.278778
5.851481934000001, -100.365356
5.856366210999999, -100.088005
5.861250488, -99.765106
5.866135254, -99.086777
5.871019531, -99.498917
5.875903809, -101.803391
5.880788086, -106.939537
5.885672362999999, -106.104111
5.890557128999999, -102.607765
5.895441406, -102.343102
5.900325684, -104.795677
5.905209961, -118.939934
5.910094238, -106.721024
5.914979004, -102.483597
5.919863281, -100.089989
5.924747559, -98.861969
5.9296318359999995, -99.744095
5.934516113, -100.658073
5.939400879, -100.529259
5.944285156, -102.954369
5.949169434000001, -109.712822
5.954053710999999, -110.645279
5.958937988, -105.394333
5.963822754, -103.825165
5.968707031, -104.443275
5.973591309000001, -103.074112
5.978475585999999, -101.305428
5.983359863, -99.380859
5.9882446289999995, -95.394676
5.993128906, -91.451355
5.998013184, -90.354218
6.002897461, -90.499283
6.007781737999999, -92.456131
6.012666504, -99.264061
6.017550781, -99.630737
6.022435059, -97.332115
6.027319336, -96.602493
6.032203613, -96.509155
6.037088379, -98.6017
6.0419726559999996, -102.693871
6.046856934, -107.659317
6.0517412109999995, -120
6.056625488, -114.041588
6.061510254, -106.371002
6.066394531, -104.430321
6.071278809000001, -103.24707
6.076163085999999, -102.476334
6.081047363, -106.147682
6.085932129, -109.277298
6.090816406, -107.00367
6.0957006840000005, -107.047714
6.100584960999999, -109.605865
6.1054692379999995, -115.728104
6.1103540039999995, -109.984879
6.115238281, -108.629921
6.120122559, -106.662331
6.125006836, -105.772461
6.129891112999999, -106.354637
6.134775879, -108.976837
6.139660156, -116.733505
6.144544434, -110.755035
6.149428711, -103.30629
6.154312988, -101.650726
6.159197754, -100.602417
6.1640820309999995, -101.154701
6.168966309, -104.858162
6.1738505859999995, -111.332939
6.178734863, -118.437279
6.183619629, -120
6.188503906, -113.867065
6.193388184000001, -110.164749
6.198272460999999, -114.018051
6.203156738, -113.698692
6.208041504, -113.265602
6.212925781, -110.369461
6.2178100590000005, -109.499802
6.222694336, -109.8228
6.2275786129999995, -107.236572
6.2324633789999995, -104.269958
6.237347656, -102.549683
6.242231934, -102.933212
6.247116211, -103.812439
6.252000977, -102.900558
6.256885254, -103.209473
6.261769531, -105.199768
6.266653809, -108.740784
6.271538086, -109.065208
6.276422852, -105.461914
6.281307129, -103.206627
6.2861914059999995, -103.200073
6.291075684, -105.743408
6.295959960999999, -108.722954
6.300844726999999, -106.991188
6.305729004, -103.700424
6.310613281, -102.491852
6.315497559000001, -101.654053
6.320381835999999, -100.489532
6.325266602, -101.397263
6.330150879, -103.60643
