Frequency [kHz], IN2
1.6790771480000002, -110.275223
1.6796875, -109.104424
1.6802978519999998, -106.241623
1.680908203, -106.699333
1.681518555, -108.379318
1.682128906, -112.096085
1.682739258, -113.075165
1.6833496090000002, -111.985382
1.683959961, -109.523315
1.684570312, -106.393799
1.685180664, -105.905037
1.6857910159999998, -107.283791
1.686401367, -107.874901
1.687011719, -108.924881
1.68762207, -108.366089
1.688232422, -112.029968
1.6888427730000002, -120
1.689453125, -109.067978
1.6900634769999998, -105.029945
1.690673828, -103.701538
1.69128418, -104.797729
1.691894531, -109.104019
1.692504883, -117.222862
1.6931152340000002, -108.987747
1.693725586, -103.788528
1.694335938, -102.589981
1.694946289, -103.439522
1.6955566409999998, -105.599327
1.696166992, -110.409935
1.696777344, -115.745842
1.697387695, -112.540009
1.697998047, -110.616447
1.6986083980000002, -108.43647
1.69921875, -108.686615
1.6998291019999998, -114.118683
1.700439453, -120
1.701049805, -114.740028
1.701660156, -111.474113
1.702270508, -109.577301
1.7028808590000002, -111.791382
1.703491211, -120
1.704101562, -115.83374
1.704711914, -109.88295
1.7053222659999998, -109.02462
1.705932617, -111.779404
1.706542969, -115.327667
1.70715332, -117.992035
1.707763672, -110.583206
1.7083740230000002, -108.834373
1.708984375, -109.33287
1.7095947269999998, -109.407593
1.710205078, -109.121948
1.71081543, -109.057739
1.711425781, -109.874763
1.712036133, -116.630089
1.7126464840000002, -120
1.713256836, -114.842072
1.713867188, -113.51432
1.714477539, -112.502686
1.7150878909999998, -111.274475
1.715698242, -109.497139
1.716308594, -110.73381
1.716918945, -107.840698
1.717529297, -105.397575
1.7181396480000002, -105.115921
1.71875, -105.678391
1.7193603519999998, -108.491592
1.719970703, -114.538025
1.720581055, -120
1.721191406, -119.011703
1.721801758, -116.374527
1.7224121090000002, -117.85759
1.723022461, -119.436302
1.723632812, -113.809952
1.724243164, -114.362717
1.7248535159999998, -118.654015
1.725463867, -117.371529
1.726074219, -118.956985
1.72668457, -111.93483
1.727294922, -108.797623
1.7279052730000002, -111.087402
1.728515625, -112.398491
1.7291259769999998, -113.446663
1.729736328, -117.525299
1.73034668, -112.107422
1.730957031, -111.543877
1.731567383, -112.707458
1.7321777340000002, -109.481567
1.732788086, -105.217201
1.733398438, -105.126434
1.734008789, -106.328773
1.7346191409999998, -106.517365
1.735229492, -106.890831
1.735839844, -107.623405
1.736450195, -107.767555
1.737060547, -111.365891
1.7376708980000002, -120
1.73828125, -120
1.7388916019999998, -115.03183
1.739501953, -110.909843
1.740112305, -109.462936
1.740722656, -111.365143
1.741333008, -118.330673
1.7419433590000002, -117.242096
1.742553711, -109.97908
1.743164062, -110.793518
1.743774414, -114.409172
1.7443847659999998, -112.307594
1.744995117, -109.986557
1.745605469, -110.287048
1.74621582, -109.297295
1.746826172, -108.557953
1.7474365230000002, -107.64917
1.748046875, -106.929474
1.7486572269999998, -107.785652
1.749267578, -112.430435
1.74987793, -120
1.750488281, -115.826424
1.751098633, -114.765152
1.7517089840000002, -115.264297
1.752319336, -111.175911
1.752929688, -107.774826
1.753540039, -106.888
1.7541503909999998, -108.218704
1.754760742, -116.148109
1.755371094, -120
1.755981445, -114.065247
1.756591797, -110.12664
1.7572021480000002, -109.204094
1.7578125, -109.863586
1.7584228519999998, -110.15126
1.759033203, -107.901016
1.759643555, -106.07708
1.760253906, -107.528694
1.760864258, -115.876083
1.7614746090000002, -111.280785
1.762084961, -104.275192
1.762695312, -101.534729
1.763305664, -100.651237
1.7639160159999998, -101.534424
1.764526367, -104.069221
1.765136719, -108.325851
1.76574707, -111.875763
1.766357422, -114.048752
1.7669677730000002, -115.706757
1.767578125, -112.827972
1.7681884769999998, -111.728577
1.768798828, -110.84346
1.76940918, -109.742012
1.770019531, -111.712906
1.770629883, -112.524216
1.7712402340000002, -113.861572
1.771850586, -113.039642
1.772460938, -113.120613
1.773071289, -110.237289
1.7736816409999998, -106.242561
1.774291992, -104.020271
1.774902344, -104.347496
1.775512695, -105.197159
1.776123047, -106.843369
1.7767333980000002, -113.031128
1.77734375, -117.056664
1.7779541019999998, -111.625481
1.778564453, -108.694
1.779174805, -108.166779
1.779785156, -113.359039
1.780395508, -111.591301
1.7810058590000002, -107.402649
1.781616211, -105.638321
1.782226562, -106.318283
1.782836914, -113.101166
1.7834472659999998, -120
1.784057617, -107.973106
1.784667969, -102.459457
1.78527832, -101.95591
1.785888672, -103.107681
1.7864990230000002, -102.987808
1.787109375, -103.310501
1.7877197269999998, -103.595657
1.788330078, -104.002899
1.78894043, -105.41394
1.789550781, -108.865852
1.790161133, -112.896156
1.7907714840000002, -110.470131
1.791381836, -109.310493
1.791992188, -110.969505
1.792602539, -112.924431
1.7932128909999998, -114.081329
1.793823242, -115.384735
1.794433594, -118.863983
1.795043945, -116.582909
1.795654297, -118.229752
1.7962646480000002, -111.16156
1.796875, -109.181107
1.7974853519999998, -107.643578
1.798095703, -107.264801
1.798706055, -108.997269
1.799316406, -110.506096
1.799926758, -109.723511
1.8005371090000002, -108.978287
1.801147461, -108.036972
1.801757812, -106.821632
1.802368164, -106.23436
1.8029785159999998, -109.251785
1.803588867, -118.64064
1.804199219, -109.989731
1.80480957, -105.516953
1.805419922, -104.149437
1.8060302730000002, -104.661209
1.806640625, -104.176804
1.8072509769999998, -104.056557
1.807861328, -104.871765
1.80847168, -105.678207
1.809082031, -107.943268
1.809692383, -112.985344
1.8103027340000002, -111.863251
1.810913086, -106.999275
1.811523438, -106.620056
1.812133789, -107.731232
1.8127441409999998, -111.851364
1.813354492, -120
1.813964844, -113.888412
1.814575195, -114.201233
1.815185547, -118.104774
1.8157958980000002, -115.123894
1.81640625, -108.957603
1.8170166019999998, -105.449005
1.817626953, -104.676521
1.818237305, -104.125633
1.818847656, -104.419945
1.819458008, -108.464111
1.8200683590000002, -113.149734
1.820678711, -108.817375
1.821289062, -104.740204
1.821899414, -104.270012
1.8225097659999998, -104.132301
1.823120117, -104.945618
1.823730469, -109.993057
1.82434082, -117.888496
1.824951172, -120
1.8255615230000002, -111.566154
1.826171875, -109.46312
1.8267822269999998, -111.334702
1.827392578, -107.922508
1.82800293, -106.846085
1.828613281, -106.174942
1.829223633, -107.703362
1.8298339840000002, -110.594849
1.830444336, -111.494827
1.831054688, -110.262375
1.831665039, -108.632927
1.8322753909999998, -109.043747
1.832885742, -111.897141
1.833496094, -109.086151
1.834106445, -105.400345
1.834716797, -105.35762
1.8353271480000002, -106.534737
1.8359375, -110.256424
1.8365478519999998, -117.3638
1.837158203, -110.62265
1.837768555, -107.804794
1.838378906, -107.02066
1.838989258, -106.456741
1.8395996090000002, -104.805138
1.840209961, -103.799301
1.840820312, -103.395828
1.841430664, -104.446381
1.8420410159999998, -108.424843
1.842651367, -115.83947
1.843261719, -120
1.84387207, -116.524361
1.844482422, -113.835304
1.8450927730000002, -111.14386
1.845703125, -108.143959
1.8463134769999998, -107.565002
1.846923828, -106.156189
1.84753418, -107.075638
1.848144531, -113.392166
1.848754883, -117.651596
1.8493652340000002, -107.171211
1.849975586, -101.680923
1.850585938, -99.915253
1.851196289, -100.840134
1.8518066409999998, -103.024277
1.852416992, -105.451698
1.853027344, -109.713661
1.853637695, -111.986862
1.854248047, -107.200424
1.8548583980000002, -106.534004
1.85546875, -112.851807
1.8560791019999998, -116.091446
1.856689453, -111.263702
1.857299805, -107.142319
1.857910156, -105.013992
1.858520508, -105.129387
1.8591308590000002, -107.028999
1.859741211, -109.437721
1.860351562, -116.283638
1.860961914, -109.498131
1.8615722659999998, -104.57798
1.862182617, -102.314056
1.862792969, -101.181984
1.86340332, -101.999855
1.864013672, -102.944412
1.8646240230000002, -103.577866
1.865234375, -105.953148
1.8658447269999998, -109.322586
1.866455078, -110.389633
1.86706543, -113.252182
1.867675781, -116.328545
1.868286133, -112.541466
1.8688964840000002, -109.826889
1.869506836, -109.289543
1.870117188, -109.555443
1.870727539, -108.590836
1.8713378909999998, -107.217911
1.871948242, -107.643585
1.872558594, -107.16571
1.873168945, -105.711533
1.873779297, -104.568268
1.8743896480000002, -105.317123
1.875, -106.185112
1.8756103519999998, -110.012604
1.876220703, -114.140137
1.876831055, -114.863647
1.877441406, -120
1.878051758, -120
1.8786621090000002, -109.245872
1.879272461, -104.555397
1.879882812, -104.122047
1.880493164, -105.403297
1.8811035159999998, -108.217003
1.881713867, -112.555466
1.882324219, -109.675522
1.88293457, -110.18396
1.883544922, -111.519539
1.8841552730000002, -108.989983
1.884765625, -108.599396
1.8853759769999998, -108.05793
1.885986328, -109.58815
1.88659668, -117.506783
1.887207031, -118.402519
1.887817383, -113.479996
1.8884277340000002, -111.680557
1.889038086, -113.038559
1.889648438, -114.68071
1.890258789, -109.05632
1.8908691409999998, -104.146866
1.891479492, -102.728767
1.892089844, -103.799171
1.892700195, -106.067047
1.893310547, -109.392891
1.8939208980000002, -110.076309
1.89453125, -104.687965
1.8951416019999998, -101.522026
1.895751953, -100.733833
1.896362305, -100.539032
1.896972656, -100.860519
1.897583008, -101.241272
1.8981933590000002, -102.521217
1.898803711, -104.652512
1.899414062, -106.972412
1.900024414, -109.073944
1.9006347659999998, -111.708794
1.901245117, -114.349052
1.901855469, -109.276207
1.90246582, -105.297478
1.903076172, -105.545212
1.9036865230000002, -110.022774
1.904296875, -111.421463
1.9049072269999998, -109.150452
1.905517578, -108.886345
1.90612793, -110.075424
1.906738281, -112.500092
1.907348633, -120
1.9079589840000002, -116.275589
1.908569336, -117.794647
1.909179688, -115.26651
1.909790039, -109.273468
1.9104003909999998, -111.738503
1.911010742, -120
1.911621094, -120
1.912231445, -115.275543
1.912841797, -112.075539
1.9134521480000002, -112.237411
1.9140625, -117.607101
1.9146728519999998, -110.539696
1.915283203, -104.785385
1.915893555, -103.747147
1.916503906, -104.82177
1.917114258, -107.810074
1.9177246090000002, -109.535522
1.918334961, -106.792587
1.918945312, -102.788086
1.919555664, -101.837021
1.9201660159999998, -103.772881
1.920776367, -108.889755
1.921386719, -120
1.92199707, -112.563965
1.922607422, -120
1.9232177730000002, -113.161629
1.923828125, -108.168488
1.9244384769999998, -108.068298
1.925048828, -107.991631
1.92565918, -106.366364
1.926269531, -104.822174
1.926879883, -108.023598
1.9274902340000002, -115.233292
1.928100586, -107.588852
1.928710938, -102.910431
1.929321289, -101.079422
1.9299316409999998, -103.914551
1.930541992, -110.757675
1.931152344, -118.542664
1.931762695, -109.601562
1.932373047, -105.690346
1.9329833980000002, -106.711639
1.93359375, -107.65007
1.9342041019999998, -109.051956
1.934814453, -112.15255
1.935424805, -120
1.936035156, -117.937027
1.936645508, -119.997498
1.9372558590000002, -115.952866
1.937866211, -112.14502
1.938476562, -110.61367
1.939086914, -110.493195
1.9396972659999998, -109.197426
1.940307617, -106.445274
1.940917969, -104.005722
1.94152832, -103.764534
1.942138672, -104.50222
1.9427490230000002, -108.58989
1.943359375, -116.596466
1.9439697269999998, -112.225739
1.944580078, -108.725235
1.94519043, -106.38813
1.945800781, -105.831467
1.946411133, -105.003357
1.9470214840000002, -106.124329
1.947631836, -106.104362
1.948242188, -104.82032
1.948852539, -102.989975
1.9494628909999998, -104.325798
1.950073242, -110.334076
1.950683594, -118.824577
1.951293945, -110.715225
1.951904297, -106.950211
1.9525146480000002, -105.819885
1.953125, -104.597931
1.9537353519999998, -103.227097
1.954345703, -102.154343
1.954956055, -101.468971
1.955566406, -103.823914
1.956176758, -108.193802
1.9567871090000002, -109.147949
1.957397461, -107.149727
1.958007812, -105.242172
1.958618164, -103.962692
1.9592285159999998, -103.482674
1.959838867, -104.067673
1.960449219, -105.690887
1.96105957, -114.273827
1.961669922, -112.214203
1.9622802730000002, -104.170265
1.962890625, -101.471527
1.9635009769999998, -102.186386
1.964111328, -108.085442
1.96472168, -119.928886
1.965332031, -110.705246
1.965942383, -107.632156
1.9665527340000002, -107.628593
1.967163086, -107.947784
1.967773438, -108.670387
1.968383789, -106.031113
1.9689941409999998, -104.603317
1.969604492, -103.857277
1.970214844, -103.81218
1.970825195, -102.875381
1.971435547, -102.680817
1.9720458980000002, -102.613953
1.97265625, -103.490829
1.9732666019999998, -103.56044
1.973876953, -106.575226
1.974487305, -109.448013
1.975097656, -111.841583
1.975708008, -110.543945
1.9763183590000002, -108.501572
1.976928711, -108.430908
1.977539062, -112.329834
1.978149414, -120
1.9787597659999998, -114.628174
1.979370117, -112.667007
1.979980469, -114.832191
1.98059082, -110.04834
1.981201172, -105.317474
1.9818115230000002, -101.878479
1.982421875, -102.038689
1.9830322269999998, -102.570969
1.983642578, -106.039108
1.98425293, -115.044243
1.984863281, -109.170822
1.985473633, -105.107788
1.9860839840000002, -104.135818
1.986694336, -107.724609
1.987304688, -105.730423
1.987915039, -104.522774
1.9885253909999998, -103.751892
1.989135742, -106.834579
1.989746094, -112.807648
1.990356445, -108.792
1.990966797, -104.528587
1.9915771480000002, -103.621635
1.9921875, -105.449112
1.9927978519999998, -110.684433
1.993408203, -106.870583
1.994018555, -105.679428
1.994628906, -105.312149
1.995239258, -107.094193
1.9958496090000002, -109.251572
1.996459961, -107.472076
1.997070312, -102.717171
1.997680664, -63.124626
1.9982910159999998, -44.02512
1.998901367, -35.044956
1.999511719, -32.370483
2.0001220699999998, -32.237137
2.000732422, -32.802181
2.001342773, -37.31218
2.001953125, -49.294846
2.002563477, -74.210396
2.003173828, -99.001373
2.0037841800000002, -98.074234
2.004394531, -97.734489
2.0050048830000002, -98.97541
2.005615234, -96.639114
2.0062255860000002, -95.499031
2.006835938, -96.534843
2.0074462889999998, -98.044281
2.008056641, -101.424599
2.0086669919999998, -103.912384
2.009277344, -107.179626
2.0098876949999998, -110.144897
2.010498047, -110.433167
2.011108398, -108.397758
2.01171875, -105.480354
2.012329102, -103.500595
2.012939453, -103.695641
2.0135498050000002, -106.677902
2.014160156, -108.926125
2.0147705080000002, -109.994507
2.015380859, -106.884216
2.0159912110000002, -103.893135
2.016601562, -104.139168
2.0172119139999998, -105.636833
2.017822266, -110.140503
2.0184326169999998, -111.553505
2.019042969, -109.504227
2.0196533199999998, -108.737305
2.020263672, -110.00032
2.020874023, -110.917824
2.021484375, -120
2.022094727, -112.041824
2.022705078, -107.498131
2.0233154300000002, -106.786255
2.023925781, -105.674515
2.0245361330000002, -106.03212
2.025146484, -107.022232
2.0257568360000002, -107.458641
2.026367188, -117.38501
2.0269775389999998, -118.325821
2.027587891, -110.950775
2.0281982419999998, -112.043625
2.028808594, -113.270828
2.0294189449999998, -120
2.030029297, -120
2.030639648, -114.384071
2.03125, -113.619194
2.031860352, -111.445251
2.032470703, -111.922318
2.0330810550000002, -111.783569
2.033691406, -109.884178
2.0343017580000002, -106.681656
2.034912109, -108.444977
2.0355224610000002, -116.132935
2.036132812, -112.547104
2.0367431639999998, -107.890282
2.037353516, -108.856773
2.0379638669999998, -107.582024
2.038574219, -109.269547
2.0391845699999998, -117.78952
2.039794922, -110.492897
2.040405273, -104.181473
2.041015625, -102.704102
2.041625977, -103.505692
2.042236328, -105.064972
2.0428466800000002, -109.784515
2.043457031, -120
2.0440673830000002, -107.921371
2.044677734, -104.044533
2.0452880860000002, -101.891159
2.045898438, -102.840233
2.0465087889999998, -107.230331
2.047119141, -115.105789
2.0477294919999998, -114.155487
2.048339844, -114.864639
2.0489501949999998, -117.912155
2.049560547, -120
2.0501708979999997, -120
2.05078125, -118.487152
2.0513916020000003, -120
2.052001953, -120
2.0526123050000002, -115.689667
2.053222656, -111.632416
2.0538330080000002, -107.719711
2.054443359, -104.960052
2.0550537110000002, -103.943634
2.055664062, -106.30101
2.0562744139999998, -109.388443
2.056884766, -108.273201
2.0574951169999998, -105.910866
2.058105469, -105.704033
2.0587158199999998, -107.571106
2.059326172, -111.166138
2.0599365229999997, -111.21611
2.060546875, -114.411179
2.0611572270000003, -117.188309
2.061767578, -113.314819
2.0623779300000002, -109.244171
2.062988281, -103.781967
2.0635986330000002, -100.631332
2.064208984, -100.312614
2.0648193360000002, -101.246117
2.065429688, -103.018204
2.0660400389999998, -109.72332
2.066650391, -118.32901
2.0672607419999998, -117.229149
2.067871094, -111.679901
2.0684814449999998, -110.710365
2.069091797, -114.225075
2.0697021479999997, -118.780167
2.0703125, -114.811569
2.0709228520000003, -116.417656
2.071533203, -115.815979
2.0721435550000002, -110.103462
2.072753906, -108.406189
2.0733642580000002, -108.870277
2.073974609, -109.256401
2.0745849610000002, -106.02179
2.075195312, -102.806183
2.0758056639999998, -100.967209
2.076416016, -101.236038
2.0770263669999998, -102.344666
2.077636719, -103.363884
2.0782470699999998, -104.984146
2.078857422, -107.233696
2.0794677729999997, -113.318474
2.080078125, -120
2.0806884770000003, -113.23288
2.081298828, -112.491417
2.0819091800000002, -117.070618
2.082519531, -118.994026
2.0831298830000002, -115.529358
2.083740234, -112.582054
2.0843505860000002, -112.324028
2.084960938, -109.472084
2.0855712889999998, -107.285576
2.086181641, -106.473351
2.0867919919999998, -106.877197
2.087402344, -105.4505
2.0880126949999998, -105.123299
2.088623047, -107.463722
2.0892333979999997, -111.332977
2.08984375, -113.984253
2.0904541020000003, -116.643707
2.091064453, -115.04612
2.0916748050000002, -113.769104
2.092285156, -120
2.0928955080000002, -120
2.093505859, -120
2.0941162110000002, -118.704407
2.094726562, -118.080521
2.0953369139999998, -120
2.095947266, -119.397774
2.0965576169999998, -109.249268
2.097167969, -104.829292
2.0977783199999998, -102.617966
2.098388672, -102.873245
2.0989990229999997, -106.024132
2.099609375, -111.53968
2.1002197270000003, -111.237442
2.100830078, -109.614166
2.1014404300000002, -110.28627
2.102050781, -114.305267
2.1026611330000002, -120
2.103271484, -114.020119
2.1038818360000002, -109.061668
2.104492188, -110.287384
2.1051025389999998, -111.873947
2.105712891, -108.22364
2.1063232419999998, -108.243546
2.106933594, -107.759315
2.1075439449999998, -107.940689
2.108154297, -106.834122
2.1087646479999997, -105.966957
2.109375, -109.887558
2.1099853520000003, -117.765411
2.110595703, -115.804352
2.1112060550000002, -113.238525
2.111816406, -110.578583
2.1124267580000002, -111.070396
2.113037109, -115.122467
2.1136474610000002, -114.455956
2.114257812, -107.782295
2.1148681639999998, -105.241776
2.115478516, -105.001541
2.1160888669999998, -106.109161
2.116699219, -109.704147
2.1173095699999998, -112.044838
2.117919922, -112.794312
2.1185302729999997, -113.43457
2.119140625, -117.523056
2.1197509770000003, -113.62381
2.120361328, -108.78067
2.1209716800000002, -106.669556
2.121582031, -102.80658
2.1221923830000002, -101.391296
2.122802734, -101.606255
2.1234130860000002, -101.629143
2.124023438, -102.863831
2.1246337889999998, -107.631493
2.125244141, -111.825943
2.1258544919999998, -114.392326
2.126464844, -120
2.1270751949999998, -120
2.127685547, -120
2.1282958979999997, -113.219765
2.12890625, -108.022308
2.1295166020000003, -107.228363
2.130126953, -107.82589
2.1307373050000002, -108.585014
2.131347656, -114.060043
2.1319580080000002, -120
2.132568359, -115.214493
2.1331787110000002, -110.196472
2.133789062, -106.642487
2.1343994139999998, -102.722137
2.135009766, -100.980186
2.1356201169999998, -101.254341
2.136230469, -101.60585
2.1368408199999998, -104.196121
2.137451172, -111.780617
2.1380615229999997, -120
2.138671875, -113.191002
2.1392822270000003, -108.076775
2.139892578, -107.306969
2.1405029300000002, -108.872543
2.141113281, -107.961357
2.1417236330000002, -106.476151
2.142333984, -105.687973
2.1429443360000002, -103.888062
2.143554688, -102.803261
2.1441650389999998, -103.534706
2.144775391, -107.241356
2.1453857419999998, -113.264687
2.145996094, -109.372269
2.1466064449999998, -107.100914
2.147216797, -107.910805
2.1478271479999997, -109.291153
2.1484375, -110.496361
2.1490478520000003, -108.683456
2.149658203, -105.478516
2.1502685550000002, -103.967171
2.150878906, -104.158623
2.1514892580000002, -105.027351
2.152099609, -105.77803
2.1527099610000002, -106.674362
2.153320312, -108.048515
2.1539306639999998, -112.820625
2.154541016, -120
2.1551513669999998, -116.658203
2.155761719, -117.283737
2.1563720699999998, -120
2.156982422, -120
2.1575927729999997, -117.459328
2.158203125, -114.585922
2.1588134770000003, -113.930237
2.159423828, -118.444405
2.1600341800000002, -120
2.160644531, -120
2.1612548830000002, -120
2.161865234, -120
2.1624755860000002, -115.800697
2.163085938, -115.223999
2.1636962889999998, -115.649323
2.164306641, -119.417
2.1649169919999998, -113.909081
2.165527344, -107.898041
2.1661376949999998, -105.086288
2.166748047, -103.634476
2.1673583979999997, -102.482132
2.16796875, -103.077255
2.1685791020000003, -105.801926
2.169189453, -110.06134
2.1697998050000002, -116.585838
2.170410156, -120
2.1710205080000002, -112.805771
2.171630859, -106.969757
2.1722412110000002, -104.774826
2.172851562, -105.193596
2.1734619139999998, -106.273949
2.174072266, -106.284096
2.1746826169999998, -105.989212
2.175292969, -105.578346
2.1759033199999998, -104.686897
2.176513672, -104.433144
2.1771240229999997, -105.85466
2.177734375, -106.222137
2.1783447270000003, -106.351471
2.178955078, -109.602982
2.1795654300000002, -112.183418
2.180175781, -114.110107
2.1807861330000002, -120
2.181396484, -120
2.1820068360000002, -116.441559
2.182617188, -120
2.1832275389999998, -119.099625
2.183837891, -113.115173
2.1844482419999998, -108.191132
2.185058594, -105.654793
2.1856689449999998, -106.688927
2.186279297, -109.108589
2.1868896479999997, -110.175018
2.1875, -110.881157
2.1881103520000003, -112.415375
2.188720703, -112.548538
2.1893310550000002, -111.012283
2.189941406, -113.571335
2.1905517580000002, -120
2.191162109, -119.963158
2.1917724610000002, -114.804115
2.192382812, -112.079575
2.1929931639999998, -116.072701
2.193603516, -113.603584
2.1942138669999998, -114.917419
2.194824219, -116.3507
2.1954345699999998, -112.889587
2.196044922, -111.430328
2.1966552729999997, -109.751396
2.197265625, -110.760689
2.1978759770000003, -115.328796
2.198486328, -113.846321
2.1990966800000002, -112.63401
2.199707031, -112.461151
2.2003173830000002, -113.589066
2.200927734, -117.435196
2.2015380860000002, -119.506691
2.202148438, -117.686615
2.2027587889999998, -120
2.203369141, -120
2.2039794919999998, -117.384293
2.204589844, -113.160797
2.2052001949999998, -111.051544
2.205810547, -109.51786
2.2064208979999997, -108.415604
2.20703125, -108.468102
2.2076416020000003, -109.20961
2.208251953, -106.314201
2.2088623050000002, -104.879364
2.209472656, -105.28054
2.2100830080000002, -108.334702
2.210693359, -112.006828
2.2113037110000002, -109.495178
2.211914062, -107.543579
2.2125244139999998, -107.975006
2.213134766, -109.318939
2.2137451169999998, -112.879959
2.214355469, -119.030823
2.2149658199999998, -116.948357
2.215576172, -113.464272
2.2161865229999997, -113.027298
2.216796875, -114.803223
2.2174072270000003, -115.975739
2.218017578, -116.051514
2.2186279300000002, -119.326553
2.219238281, -117.689903
2.2198486330000002, -107.168777
2.220458984, -103.06456
2.2210693360000002, -101.802475
2.221679688, -102.20491
2.2222900389999998, -103.008606
2.222900391, -104.591141
2.2235107419999998, -107.346581
2.224121094, -113.853615
2.2247314449999998, -118.409309
2.225341797, -109.638565
2.2259521479999997, -106.396515
2.2265625, -105.331329
2.2271728520000003, -104.899811
2.227783203, -105.944633
2.2283935550000002, -106.723633
2.229003906, -106.960136
2.2296142580000002, -107.693237
2.230224609, -111.582733
2.2308349610000002, -113.129349
2.231445312, -107.108398
2.2320556639999998, -104.414505
2.232666016, -103.182251
2.2332763669999998, -103.277512
2.233886719, -104.019836
2.2344970699999998, -104.012817
2.235107422, -104.226776
2.2357177729999997, -106.292198
2.236328125, -109.730713
2.2369384770000003, -112.351494
2.237548828, -112.460442
2.2381591800000002, -113.212357
2.238769531, -120
2.2393798830000002, -119.261612
2.239990234, -111.116913
2.2406005860000002, -110.637283
2.241210938, -112.744865
2.2418212889999998, -114.417648
2.242431641, -112.014053
2.2430419919999998, -108.980522
2.243652344, -107.584496
2.2442626949999998, -107.428528
2.244873047, -109.839844
2.2454833979999997, -112.611389
2.24609375, -115.874496
2.2467041020000003, -115.091385
2.247314453, -119.891808
2.2479248050000002, -120
2.248535156, -115.843521
2.2491455080000002, -112.079124
2.249755859, -112.875854
2.2503662110000002, -114.120834
2.250976562, -116.384773
2.2515869139999998, -112.48233
2.252197266, -109.67627
2.2528076169999998, -109.089874
2.253417969, -107.401619
2.2540283199999998, -104.237305
2.254638672, -102.986237
2.2552490229999997, -103.407936
2.255859375, -106.933807
2.2564697270000003, -114.15625
2.257080078, -106.028503
2.2576904300000002, -104.162605
2.258300781, -103.613495
2.2589111330000002, -105.57869
2.259521484, -111.739792
2.2601318360000002, -119.719864
2.260742188, -120
2.2613525389999998, -114.381165
2.261962891, -110.720284
2.2625732419999998, -110.430565
2.263183594, -112.537804
2.2637939449999998, -111.856094
2.264404297, -108.327087
2.2650146479999997, -106.540901
2.265625, -105.416229
2.2662353520000003, -105.67173
2.266845703, -107.205894
2.2674560550000002, -109.994576
2.268066406, -116.093399
2.2686767580000002, -120
2.269287109, -120
2.2698974610000002, -110.792358
2.270507812, -107.001282
2.2711181639999998, -106.072632
2.271728516, -105.942764
2.2723388669999998, -106.887367
2.272949219, -112.178009
2.2735595699999998, -120
2.274169922, -116.293915
2.2747802729999997, -107.396782
2.275390625, -103.428795
2.2760009770000003, -102.656952
2.276611328, -102.978325
2.2772216800000002, -104.295242
2.277832031, -107.541306
2.2784423830000002, -115.235634
2.279052734, -107.893173
2.2796630860000002, -104.117012
2.280273438, -102.86821
2.2808837889999998, -101.463844
2.281494141, -102.174568
2.2821044919999998, -105.903183
2.282714844, -108.61853
2.2833251949999998, -110.507217
2.283935547, -111.881981
2.2845458979999997, -110.315872
2.28515625, -112.064819
2.2857666020000003, -117.724243
2.286376953, -119.669258
2.2869873050000002, -120
2.287597656, -118.424469
2.2882080080000002, -116.719833
2.288818359, -120
2.2894287110000002, -117.425171
2.290039062, -120
2.2906494139999998, -115.441292
2.291259766, -108.174164
2.2918701169999998, -105.742554
2.292480469, -106.721512
2.2930908199999998, -109.863731
2.293701172, -112.181671
2.2943115229999997, -112.104614
2.294921875, -111.760254
2.2955322270000003, -113.624199
2.296142578, -112.28669
2.2967529300000002, -109.178772
2.297363281, -107.46138
2.2979736330000002, -105.452049
2.298583984, -104.46743
2.2991943360000002, -106.214912
2.299804688, -111.018387
2.3004150389999998, -117.791962
2.301025391, -112.415543
2.3016357419999998, -111.431923
2.302246094, -111.138985
2.3028564449999998, -117.899048
2.303466797, -117.469406
2.3040771479999997, -114.814545
2.3046875, -111.31562
2.3052978520000003, -112.389587
2.305908203, -117.558678
2.3065185550000002, -115.150414
2.307128906, -112.864899
2.3077392580000002, -113.398407
2.308349609, -112.152954
2.3089599610000002, -109.340759
2.309570312, -108.191673
2.3101806639999998, -111.122589
2.310791016, -118.928795
2.3114013669999998, -120
2.312011719, -117.138412
2.3126220699999998, -116.590515
2.313232422, -116.323486
2.3138427729999997, -117.306061
2.314453125, -118.092545
2.3150634770000003, -120
2.315673828, -120
2.3162841800000002, -114.630348
2.316894531, -109.513596
2.3175048830000002, -109.594147
2.318115234, -110.228653
2.3187255860000002, -110.491783
2.319335938, -117.994576
2.3199462889999998, -109.446823
2.320556641, -104.991852
2.3211669919999998, -102.290123
2.321777344, -101.798828
2.3223876949999998, -103.146759
2.322998047, -104.887688
2.3236083979999997, -105.73246
2.32421875, -107.148552
2.3248291020000003, -109.834015
2.325439453, -110.588066
2.3260498050000002, -106.593285
2.326660156, -104.668594
2.3272705080000002, -105.069885
2.327880859, -105.878868
2.3284912110000002, -108.466187
2.329101562, -115.892632
2.3297119139999998, -114.636185
2.330322266, -112.992393
2.3309326169999998, -113.780403
2.331542969, -120
2.3321533199999998, -117.790634
2.332763672, -114.433891
2.3333740229999997, -113.53791
2.333984375, -114.475998
2.3345947270000003, -120
2.335205078, -120
2.3358154300000002, -116.632294
2.336425781, -112.867043
2.3370361330000002, -110.829384
2.337646484, -110.525696
2.3382568360000002, -111.377708
2.338867188, -114.617462
2.3394775389999998, -117.229652
