Frequency [kHz], IN2
1.20300293, -106.91021
1.203613281, -107.847412
1.204223633, -111.78405
1.2048339840000002, -120
1.205444336, -112.487671
1.206054688, -109.705803
1.206665039, -111.585861
1.2072753909999998, -112.29287
1.207885742, -107.789299
1.208496094, -105.709473
1.209106445, -105.609474
1.209716797, -105.696648
1.2103271480000002, -107.615326
1.2109375, -111.718994
1.2115478519999998, -115.407143
1.212158203, -114.463623
1.212768555, -112.209702
1.213378906, -110.423111
1.213989258, -108.482658
1.2145996090000002, -105.315491
1.215209961, -102.606735
1.215820312, -103.458542
1.216430664, -105.865326
1.2170410159999998, -109.912224
1.217651367, -120
1.218261719, -109.892822
1.21887207, -106.179733
1.219482422, -103.660263
1.2200927730000002, -103.338509
1.220703125, -105.816803
1.2213134769999998, -108.7229
1.221923828, -113.231667
1.22253418, -120
1.223144531, -114.208282
1.223754883, -119.182198
1.2243652340000002, -120
1.224975586, -120
1.225585938, -120
1.226196289, -114.42173
1.2268066409999998, -111.270508
1.227416992, -110.038559
1.228027344, -110.155792
1.228637695, -110.110466
1.229248047, -110.932152
1.2298583980000002, -112.721947
1.23046875, -114.573425
1.2310791019999998, -117.856628
1.231689453, -115.861473
1.232299805, -112.918404
1.232910156, -113.910408
1.233520508, -116.820587
1.2341308590000002, -110.619446
1.234741211, -105.823364
1.235351562, -102.431366
1.235961914, -101.262703
1.2365722659999998, -103.177322
1.237182617, -108.066833
1.237792969, -116.823288
1.23840332, -120
1.239013672, -117.616211
1.2396240230000002, -107.468506
1.240234375, -104.962204
1.2408447269999998, -104.192657
1.241455078, -103.789429
1.24206543, -105.318314
1.242675781, -108.470245
1.243286133, -114.677399
1.2438964840000002, -120
1.244506836, -115.900101
1.245117188, -110.201202
1.245727539, -106.683006
1.2463378909999998, -104.030716
1.246948242, -103.21936
1.247558594, -105.365097
1.248168945, -109.67981
1.248779297, -118.388519
1.2493896480000002, -117.331955
1.25, -111.2845
1.2506103519999998, -112.182915
1.251220703, -120
1.251831055, -113.028259
1.252441406, -107.122124
1.253051758, -103.967041
1.2536621090000002, -104.520119
1.254272461, -109.346237
1.254882812, -118.070068
1.255493164, -109.058746
1.2561035159999998, -104.779739
1.256713867, -104.65979
1.257324219, -105.834663
1.25793457, -109.249771
1.258544922, -114.59581
1.2591552730000002, -117.905922
1.259765625, -120
1.2603759769999998, -113.010414
1.260986328, -109.027252
1.26159668, -107.854195
1.262207031, -109.504509
1.262817383, -119.102173
1.2634277340000002, -120
1.264038086, -120
1.264648438, -111.745567
1.265258789, -107.078186
1.2658691409999998, -105.379074
1.266479492, -107.460251
1.267089844, -109.279137
1.267700195, -104.789268
1.268310547, -102.691101
1.2689208980000002, -105.298759
1.26953125, -109.433594
1.2701416019999998, -113.586006
1.270751953, -107.682465
1.271362305, -106.897614
1.271972656, -109.479485
1.272583008, -112.472961
1.2731933590000002, -115.790695
1.273803711, -112.961411
1.274414062, -112.439636
1.275024414, -119.272675
1.2756347659999998, -115.996307
1.276245117, -107.89608
1.276855469, -105.320969
1.27746582, -105.968941
1.278076172, -108.78788
1.2786865230000002, -120
1.279296875, -111.604691
1.2799072269999998, -108.7994
1.280517578, -107.041626
1.28112793, -106.211128
1.281738281, -106.997635
1.282348633, -108.532516
1.2829589840000002, -110.37674
1.283569336, -108.702438
1.284179688, -105.891495
1.284790039, -104.027565
1.2854003909999998, -102.716331
1.286010742, -104.025284
1.286621094, -106.300972
1.287231445, -107.187744
1.287841797, -107.540649
1.2884521480000002, -107.644798
1.2890625, -107.400597
1.2896728519999998, -106.493187
1.290283203, -105.254196
1.290893555, -104.79248
1.291503906, -104.73027
1.292114258, -106.236435
1.2927246090000002, -111.695724
1.293334961, -111.199661
1.293945312, -106.881454
1.294555664, -105.602554
1.2951660159999998, -105.534477
1.295776367, -105.352829
1.296386719, -104.927307
1.29699707, -104.22197
1.297607422, -105.35717
1.2982177730000002, -107.805069
1.298828125, -109.062256
1.2994384769999998, -113.360672
1.300048828, -116.977142
1.30065918, -119.165489
1.301269531, -115.334549
1.301879883, -110.564125
1.3024902340000002, -111.83667
1.303100586, -115.970901
1.303710938, -114.987366
1.304321289, -112.44976
1.3049316409999998, -111.712173
1.305541992, -117.940636
1.306152344, -114.566757
1.306762695, -108.039551
1.307373047, -105.991074
1.3079833980000002, -106.550888
1.30859375, -112.040924
1.3092041019999998, -118.489601
1.309814453, -107.999435
1.310424805, -104.389954
1.311035156, -103.576012
1.311645508, -105.891403
1.3122558590000002, -108.95443
1.312866211, -112.318176
1.313476562, -115.1735
1.314086914, -109.356445
1.3146972659999998, -104.951393
1.315307617, -102.511459
1.315917969, -102.56852
1.31652832, -104.817039
1.317138672, -107.485718
1.3177490230000002, -109.892464
1.318359375, -109.946404
1.3189697269999998, -110.800751
1.319580078, -110.114853
1.32019043, -106.301666
1.320800781, -105.123688
1.321411133, -107.673378
1.3220214840000002, -114.263695
1.322631836, -109.048233
1.323242188, -105.848404
1.323852539, -106.893616
1.3244628909999998, -107.966927
1.325073242, -106.338234
1.325683594, -103.390518
1.326293945, -102.052841
1.326904297, -103.058746
1.3275146480000002, -107.486076
1.328125, -113.600632
1.3287353519999998, -111.153687
1.329345703, -110.450577
1.329956055, -110.934509
1.330566406, -112.858414
1.331176758, -112.770248
1.3317871090000002, -111.714935
1.332397461, -112.58194
1.333007812, -117.576866
1.333618164, -120
1.3342285159999998, -113.678421
1.334838867, -108.981972
1.335449219, -108.551392
1.33605957, -108.171753
1.336669922, -109.877769
1.3372802730000002, -108.251335
1.337890625, -105.343597
1.3385009769999998, -106.31028
1.339111328, -111.764999
1.33972168, -113.909271
1.340332031, -105.50544
1.340942383, -103.2314
1.3415527340000002, -104.497261
1.342163086, -106.426384
1.342773438, -110.061707
1.343383789, -113.096771
1.3439941409999998, -111.459648
1.344604492, -109.62944
1.345214844, -106.905731
1.345825195, -106.858376
1.346435547, -109.462601
1.3470458980000002, -120
1.34765625, -115.001678
1.3482666019999998, -111.380646
1.348876953, -107.537323
1.349487305, -103.851738
1.350097656, -101.927658
1.350708008, -102.311615
1.3513183590000002, -103.662125
1.351928711, -106.224136
1.352539062, -114.881973
1.353149414, -120
1.3537597659999998, -120
1.354370117, -111.867691
1.354980469, -108.506378
1.35559082, -107.817642
1.356201172, -108.276901
1.3568115230000002, -110.850632
1.357421875, -118.294998
1.3580322269999998, -120
1.358642578, -117.349129
1.35925293, -118.406006
1.359863281, -114.871735
1.360473633, -111.434059
1.3610839840000002, -111.403084
1.361694336, -111.205414
1.362304688, -112.38623
1.362915039, -114.594574
1.3635253909999998, -108.799355
1.364135742, -105.042328
1.364746094, -103.049759
1.365356445, -102.133896
1.365966797, -102.133194
1.3665771480000002, -102.869186
1.3671875, -103.178825
1.3677978519999998, -103.761177
1.368408203, -105.472321
1.369018555, -106.460991
1.369628906, -104.061546
1.370239258, -102.505219
1.3708496090000002, -103.35672
1.371459961, -107.041656
1.372070312, -114.164215
1.372680664, -115.355988
1.3732910159999998, -114.23555
1.373901367, -111.235245
1.374511719, -107.991982
1.37512207, -106.972046
1.375732422, -107.322548
1.3763427730000002, -108.07666
1.376953125, -109.975525
1.3775634769999998, -109.187538
1.378173828, -107.893692
1.37878418, -106.470482
1.379394531, -103.589935
1.380004883, -102.637848
1.3806152340000002, -103.53756
1.381225586, -105.302971
1.381835938, -107.182983
1.382446289, -104.862755
1.3830566409999998, -104.494232
1.383666992, -106.699524
1.384277344, -108.621613
1.384887695, -110.647697
1.385498047, -112.095345
1.3861083980000002, -110.904755
1.38671875, -108.370979
1.3873291019999998, -106.213989
1.387939453, -105.879738
1.388549805, -106.588631
1.389160156, -107.946991
1.389770508, -108.331146
1.3903808590000002, -108.460014
1.390991211, -109.870239
1.391601562, -112.107986
1.392211914, -113.56871
1.3928222659999998, -117.809448
1.393432617, -120
1.394042969, -120
1.39465332, -118.173019
1.395263672, -113.967163
1.3958740230000002, -108.68335
1.396484375, -107.809433
1.3970947269999998, -108.294212
1.397705078, -108.33741
1.39831543, -106.762535
1.398925781, -105.447647
1.399536133, -106.427376
1.4001464840000002, -108.370514
1.400756836, -112.867134
1.401367188, -108.93055
1.401977539, -105.855591
1.4025878909999998, -105.533127
1.403198242, -105.995163
1.403808594, -105.979019
1.404418945, -105.848099
1.405029297, -106.434135
1.4056396480000002, -108.477242
1.40625, -110.702667
1.4068603519999998, -108.983398
1.407470703, -105.093811
1.408081055, -103.194725
1.408691406, -103.101387
1.409301758, -104.439072
1.4099121090000002, -108.981705
1.410522461, -119.081039
1.411132812, -112.00309
1.411743164, -106.50882
1.4123535159999998, -104.795113
1.412963867, -107.256325
1.413574219, -111.000214
1.41418457, -110.392792
1.414794922, -105.855293
1.4154052730000002, -103.254105
1.416015625, -104.537773
1.4166259769999998, -108.836273
1.417236328, -111.566208
1.41784668, -108.121368
1.418457031, -105.882706
1.419067383, -106.61956
1.4196777340000002, -105.946922
1.420288086, -105.781853
1.420898438, -108.157806
1.421508789, -108.844315
1.4221191409999998, -105.979042
1.422729492, -105.520401
1.423339844, -105.270142
1.423950195, -107.509247
1.424560547, -118.075829
1.4251708980000002, -119.283798
1.42578125, -120
1.4263916019999998, -120
1.427001953, -120
1.427612305, -115.154633
1.428222656, -111.417778
1.428833008, -112.456589
1.4294433590000002, -118.13385
1.430053711, -117.182236
1.430664062, -109.226265
1.431274414, -104.204315
1.4318847659999998, -102.88208
1.432495117, -102.037216
1.433105469, -102.836533
1.43371582, -106.241318
1.434326172, -109.089088
1.4349365230000002, -112.046021
1.435546875, -115.144714
1.4361572269999998, -113.621262
1.436767578, -111.245567
1.43737793, -114.225609
1.437988281, -114.325592
1.438598633, -108.335335
1.4392089840000002, -106.587463
1.439819336, -105.291748
1.440429688, -105.641266
1.441040039, -107.649773
1.4416503909999998, -108.245956
1.442260742, -109.089859
1.442871094, -111.014999
1.443481445, -113.084381
1.444091797, -116.291824
1.4447021480000002, -110.77507
1.4453125, -105.450363
1.4459228519999998, -103.163071
1.446533203, -103.074402
1.447143555, -104.091339
1.447753906, -104.697487
1.448364258, -106.274071
1.4489746090000002, -110.998398
1.449584961, -118.658752
1.450195312, -112.121445
1.450805664, -108.736076
1.4514160159999998, -110.969154
1.452026367, -115.520386
1.452636719, -119.279083
1.45324707, -117.285927
1.453857422, -108.210449
1.4544677730000002, -104.427399
1.455078125, -102.899536
1.4556884769999998, -101.689644
1.456298828, -102.294373
1.45690918, -105.550835
1.457519531, -108.116959
1.458129883, -112.739105
1.4587402340000002, -119.664719
1.459350586, -120
1.459960938, -114.229347
1.460571289, -110.082207
1.4611816409999998, -106.304512
1.461791992, -104.006439
1.462402344, -103.426971
1.463012695, -104.823212
1.463623047, -106.490135
1.4642333980000002, -107.802856
1.46484375, -109.055069
1.4654541019999998, -109.172272
1.466064453, -109.202919
1.466674805, -112.486252
1.467285156, -115.198608
1.467895508, -108.927574
1.4685058590000002, -106.763191
1.469116211, -107.66983
1.469726562, -107.55545
1.470336914, -107.042656
1.4709472659999998, -109.110298
1.471557617, -113.605461
1.472167969, -114.82827
1.47277832, -108.281631
1.473388672, -104.800476
1.4739990230000002, -105.555809
1.474609375, -111.651169
1.4752197269999998, -116.763626
1.475830078, -112.935211
1.47644043, -109.862228
1.477050781, -109.56147
1.477661133, -110.302231
1.4782714840000002, -107.747536
1.478881836, -105.390671
1.479492188, -105.718269
1.480102539, -105.638161
1.4807128909999998, -103.847519
1.481323242, -103.100395
1.481933594, -102.960823
1.482543945, -104.547417
1.483154297, -106.87957
1.4837646480000002, -108.74984
1.484375, -112.349281
1.4849853519999998, -114.268761
1.485595703, -113.82328
1.486206055, -112.188492
1.486816406, -110.13205
1.487426758, -108.138283
1.4880371090000002, -106.403389
1.488647461, -106.309036
1.489257812, -105.397911
1.489868164, -104.094543
1.4904785159999998, -104.826248
1.491088867, -108.255051
1.491699219, -111.419373
1.49230957, -106.194527
1.492919922, -104.40184
1.4935302730000002, -104.832306
1.494140625, -108.282059
1.4947509769999998, -112.773743
1.495361328, -112.61425
1.49597168, -112.384644
1.496582031, -114.274971
1.497192383, -117.917664
1.4978027340000002, -118.235107
1.498413086, -117.487595
1.499023438, -120
1.499633789, -116.200478
1.5002441409999998, -111.201889
1.500854492, -107.024597
1.501464844, -106.236267
1.502075195, -107.61013
1.502685547, -109.448738
1.5032958980000002, -114.719551
1.50390625, -110.985939
1.5045166019999998, -110.400887
1.505126953, -110.939377
1.505737305, -110.055923
1.506347656, -107.817749
1.506958008, -103.263702
1.5075683590000002, -100.678619
1.508178711, -100.440224
1.508789062, -101.377548
1.509399414, -103.057419
1.5100097659999998, -106.993217
1.510620117, -113.706894
1.511230469, -120
1.51184082, -120
1.512451172, -114.125198
1.5130615230000002, -110.113297
1.513671875, -107.624733
1.5142822269999998, -107.489197
1.514892578, -108.178902
1.51550293, -110.201767
1.516113281, -109.361038
1.516723633, -110.667488
1.5173339840000002, -118.204376
1.517944336, -118.932228
1.518554688, -111.719955
1.519165039, -111.75457
1.5197753909999998, -113.569023
1.520385742, -119.363144
1.520996094, -114.429543
1.521606445, -105.60965
1.522216797, -101.803192
1.5228271480000002, -100.164757
1.5234375, -100.587685
1.5240478519999998, -104.21067
1.524658203, -112.64637
1.525268555, -111.550568
1.525878906, -106.641281
1.526489258, -105.720383
1.5270996090000002, -107.942642
1.527709961, -110.709045
1.528320312, -113.8871
1.528930664, -115.003723
1.5295410159999998, -113.501801
1.530151367, -117.004692
1.530761719, -120
1.53137207, -120
1.531982422, -113.905945
1.5325927730000002, -109.528183
1.533203125, -108.478081
1.5338134769999998, -108.322258
1.534423828, -108.011337
1.53503418, -108.424522
1.535644531, -107.976822
1.536254883, -105.086731
1.5368652340000002, -103.565659
1.537475586, -104.221542
1.538085938, -105.839325
1.538696289, -107.927826
1.5393066409999998, -113.522835
1.539916992, -119.151764
1.540527344, -110.917038
1.541137695, -107.173813
1.541748047, -103.767487
1.5423583980000002, -101.099785
1.54296875, -100.947769
1.5435791019999998, -102.840515
1.544189453, -105.806366
1.544799805, -108.158707
1.545410156, -107.054985
1.546020508, -106.871574
1.5466308590000002, -108.535927
1.547241211, -109.523636
1.547851562, -110.988045
1.548461914, -115.071899
1.5490722659999998, -120
1.549682617, -120
1.550292969, -110.763046
1.55090332, -107.462845
1.551513672, -107.575333
1.5521240230000002, -106.469994
1.552734375, -105.480133
1.5533447269999998, -105.353714
1.553955078, -105.214607
1.55456543, -106.971909
1.555175781, -108.017639
1.555786133, -105.110733
1.5563964840000002, -104.368782
1.557006836, -104.640289
1.557617188, -104.655411
1.558227539, -103.638153
1.5588378909999998, -104.146156
1.559448242, -105.666565
1.560058594, -107.459503
1.560668945, -114.723953
1.561279297, -119.471092
1.5618896480000002, -114.522781
1.5625, -108.011314
1.5631103519999998, -104.999908
1.563720703, -105.681198
1.564331055, -106.188889
1.564941406, -106.39093
1.565551758, -107.680656
1.5661621090000002, -110.116417
1.566772461, -111.811913
1.567382812, -112.537567
1.567993164, -110.130524
1.5686035159999998, -109.366188
1.569213867, -110.178841
1.569824219, -111.698036
1.57043457, -111.167107
1.571044922, -109.176941
1.5716552730000002, -109.576958
1.572265625, -111.479248
1.5728759769999998, -115.60289
1.573486328, -118.463837
1.57409668, -108.16275
1.574707031, -106.339127
1.575317383, -105.930283
1.5759277340000002, -107.814667
1.576538086, -112.176704
1.577148438, -110.177536
1.577758789, -105.312271
1.5783691409999998, -103.114731
1.578979492, -103.808655
1.579589844, -105.985039
1.580200195, -107.918129
1.580810547, -111.254845
1.5814208980000002, -112.155952
1.58203125, -110.140991
1.5826416019999998, -107.542343
1.583251953, -108.051064
1.583862305, -108.929977
1.584472656, -108.965317
1.585083008, -110.974609
1.5856933590000002, -110.513168
1.586303711, -107.209564
1.586914062, -106.957977
1.587524414, -107.403305
1.5881347659999998, -107.189339
1.588745117, -107.17363
1.589355469, -107.288216
1.58996582, -108.370361
1.590576172, -109.791107
1.5911865230000002, -109.367363
1.591796875, -108.358902
1.5924072269999998, -106.042633
1.593017578, -104.938644
1.59362793, -104.91497
1.594238281, -106.182365
1.594848633, -111.491501
1.5954589840000002, -120
1.596069336, -117.260963
1.596679688, -110.684517
1.597290039, -106.938637
1.5979003909999998, -104.912003
1.598510742, -104.093964
1.599121094, -104.744423
1.599731445, -107.71244
1.600341797, -112.891754
1.6009521480000002, -118.847488
1.6015625, -118.900764
1.6021728519999998, -114.692795
1.602783203, -111.979141
1.603393555, -108.67424
1.604003906, -107.124023
1.604614258, -108.766159
1.6052246090000002, -110.003601
1.605834961, -111.95845
1.606445312, -120
1.607055664, -120
1.6076660159999998, -117.750275
1.608276367, -112.362915
1.608886719, -110.273315
1.60949707, -111.194794
1.610107422, -112.569077
1.6107177730000002, -111.55204
1.611328125, -114.344749
1.6119384769999998, -120
1.612548828, -112.625656
1.61315918, -110.344589
1.613769531, -108.614746
1.614379883, -109.527885
1.6149902340000002, -112.392731
1.615600586, -114.622917
1.616210938, -120
1.616821289, -113.205795
1.6174316409999998, -107.436005
1.618041992, -107.776711
1.618652344, -110.415039
1.619262695, -117.19429
1.619873047, -120
1.6204833980000002, -118.977318
1.62109375, -119.355232
1.6217041019999998, -115.10614
1.622314453, -114.336533
1.622924805, -118.05368
1.623535156, -115.185158
1.624145508, -110.684814
1.6247558590000002, -110.036743
1.625366211, -111.345886
1.625976562, -116.579971
1.626586914, -112.401031
1.6271972659999998, -107.591057
1.627807617, -105.03315
1.628417969, -103.90451
1.62902832, -103.846931
1.629638672, -104.967133
1.6302490230000002, -107.247307
1.630859375, -110.366898
1.6314697269999998, -111.889786
1.632080078, -109.617302
1.63269043, -110.556602
1.633300781, -110.793724
1.633911133, -108.741455
1.6345214840000002, -108.212189
1.635131836, -108.003906
1.635742188, -107.889709
1.636352539, -110.341911
1.6369628909999998, -108.741165
1.637573242, -105.367386
1.638183594, -104.61058
1.638793945, -104.958893
1.639404297, -105.112495
1.6400146480000002, -106.277771
1.640625, -108.903954
1.6412353519999998, -112.875481
1.641845703, -117.575653
1.642456055, -120
1.643066406, -120
1.643676758, -119.177467
1.6442871090000002, -112.105087
1.644897461, -111.000023
1.645507812, -110.684441
1.646118164, -110.307152
1.6467285159999998, -107.846764
1.647338867, -108.463684
1.647949219, -111.40358
1.64855957, -111.346191
1.649169922, -109.19104
1.6497802730000002, -105.818924
1.650390625, -103.673019
1.6510009769999998, -103.961319
1.651611328, -107.210602
1.65222168, -119.162643
1.652832031, -111.204384
1.653442383, -109.348335
1.6540527340000002, -113.906944
1.654663086, -113.281258
1.655273438, -106.29068
1.655883789, -104.355484
1.6564941409999998, -104.944122
1.657104492, -107.353424
1.657714844, -110.271492
1.658325195, -108.655312
1.658935547, -108.134621
1.6595458980000002, -110.230598
1.66015625, -112.23082
1.6607666019999998, -114.655525
1.661376953, -116.513535
1.661987305, -114.296204
1.662597656, -109.133255
1.663208008, -106.098412
1.6638183590000002, -105.412872
1.664428711, -106.505821
1.665039062, -107.984474
1.665649414, -111.006966
1.6662597659999998, -113.028656
1.666870117, -113.141235
1.667480469, -112.95417
1.66809082, -110.695389
1.668701172, -107.533218
1.6693115230000002, -106.015175
1.669921875, -105.603699
1.6705322269999998, -106.051193
1.671142578, -109.074402
1.67175293, -109.98291
1.672363281, -107.517883
1.672973633, -105.539627
1.6735839840000002, -104.260529
1.674194336, -104.277191
1.674804688, -104.951584
1.675415039, -105.192429
1.6760253909999998, -107.029144
1.676635742, -113.015053
1.677246094, -117.702255
1.677856445, -113.126488
1.678466797, -109.977112
