x-axis,MATH
Hertz,dBV
+3.910000E+03,-55.36375E+00
+3.915000E+03,-58.18781E+00
+3.920000E+03,-62.00844E+00
+3.925000E+03,-67.59063E+00
+3.930000E+03,-70.74313E+00
+3.935000E+03,-66.34156E+00
+3.940000E+03,-63.96094E+00
+3.945000E+03,-63.49656E+00
+3.950000E+03,-66.21406E+00
+3.955000E+03,-78.12844E+00
+3.960000E+03,-70.34625E+00
+3.965000E+03,-59.83000E+00
+3.970000E+03,-54.45344E+00
+3.975000E+03,-50.26719E+00
+3.980000E+03,-47.29687E+00
+3.985000E+03,-45.46688E+00
+3.990000E+03,-44.96344E+00
+3.995000E+03,-45.33969E+00
+4.000000E+03,-46.10938E+00
+4.005000E+03,-46.57188E+00
+4.010000E+03,-47.13656E+00
+4.015000E+03,-48.57781E+00
+4.020000E+03,-51.35313E+00
+4.025000E+03,-55.07813E+00
+4.030000E+03,-59.05125E+00
+4.035000E+03,-63.04313E+00
+4.040000E+03,-65.26438E+00
+4.045000E+03,-63.31937E+00
+4.050000E+03,-60.42969E+00
+4.055000E+03,-58.90094E+00
+4.060000E+03,-58.41750E+00
+4.065000E+03,-58.43750E+00
+4.070000E+03,-58.29094E+00
+4.075000E+03,-58.36094E+00
+4.080000E+03,-59.17719E+00
+4.085000E+03,-60.40844E+00
+4.090000E+03,-60.97250E+00
+4.095000E+03,-61.01563E+00
+4.100000E+03,-61.38750E+00
+4.105000E+03,-62.19500E+00
+4.110000E+03,-61.86375E+00
+4.115000E+03,-60.46563E+00
+4.120000E+03,-59.32031E+00
+4.125000E+03,-58.78906E+00
+4.130000E+03,-58.90406E+00
+4.135000E+03,-59.21031E+00
+4.140000E+03,-59.59844E+00
+4.145000E+03,-59.43844E+00
+4.150000E+03,-58.73125E+00
+4.155000E+03,-58.15563E+00
+4.160000E+03,-57.40656E+00
+4.165000E+03,-56.91781E+00
+4.170000E+03,-56.19781E+00
+4.175000E+03,-55.37344E+00
+4.180000E+03,-54.97594E+00
+4.185000E+03,-55.19531E+00
+4.190000E+03,-55.26094E+00
+4.195000E+03,-55.94063E+00
+4.200000E+03,-57.29687E+00
+4.205000E+03,-59.61187E+00
+4.210000E+03,-62.38687E+00
+4.215000E+03,-64.29969E+00
+4.220000E+03,-64.01969E+00
+4.225000E+03,-63.30313E+00
+4.230000E+03,-62.13375E+00
+4.235000E+03,-60.75813E+00
+4.240000E+03,-60.28063E+00
+4.245000E+03,-60.09281E+00
+4.250000E+03,-59.96094E+00
+4.255000E+03,-59.89219E+00
+4.260000E+03,-60.16969E+00
+4.265000E+03,-60.78750E+00
+4.270000E+03,-61.73563E+00
+4.275000E+03,-62.78125E+00
+4.280000E+03,-63.86250E+00
+4.285000E+03,-64.64031E+00
+4.290000E+03,-66.16344E+00
+4.295000E+03,-70.72187E+00
+4.300000E+03,-73.29688E+00
+4.305000E+03,-67.31625E+00
+4.310000E+03,-61.31625E+00
+4.315000E+03,-58.02531E+00
+4.320000E+03,-55.78906E+00
+4.325000E+03,-54.08594E+00
+4.330000E+03,-52.76156E+00
+4.335000E+03,-51.67938E+00
+4.340000E+03,-51.09438E+00
+4.345000E+03,-51.01563E+00
+4.350000E+03,-51.70313E+00
+4.355000E+03,-53.13875E+00
+4.360000E+03,-55.16625E+00
+4.365000E+03,-57.72969E+00
+4.370000E+03,-60.78719E+00
+4.375000E+03,-62.14844E+00
+4.380000E+03,-61.66000E+00
+4.385000E+03,-60.85563E+00
+4.390000E+03,-60.76156E+00
+4.395000E+03,-60.41781E+00
+4.400000E+03,-59.42969E+00
+4.405000E+03,-58.34781E+00
+4.410000E+03,-58.02063E+00
+4.415000E+03,-57.78563E+00
+4.420000E+03,-57.32688E+00
+4.425000E+03,-57.40625E+00
+4.430000E+03,-58.32594E+00
+4.435000E+03,-60.53719E+00
+4.440000E+03,-63.22188E+00
+4.445000E+03,-63.68000E+00
+4.450000E+03,-61.75781E+00
+4.455000E+03,-60.19281E+00
+4.460000E+03,-59.68750E+00
+4.465000E+03,-60.17688E+00
+4.470000E+03,-61.60406E+00
+4.475000E+03,-63.15781E+00
+4.480000E+03,-63.78875E+00
+4.485000E+03,-63.39938E+00
+4.490000E+03,-62.28813E+00
+4.495000E+03,-61.01063E+00
+4.500000E+03,-60.05469E+00
+4.505000E+03,-59.40969E+00
+4.510000E+03,-58.81375E+00
+4.515000E+03,-58.17375E+00
+4.520000E+03,-57.20750E+00
+4.525000E+03,-55.91875E+00
+4.530000E+03,-54.76219E+00
+4.535000E+03,-54.34219E+00
+4.540000E+03,-54.82281E+00
+4.545000E+03,-56.55469E+00
+4.550000E+03,-59.21094E+00
+4.555000E+03,-62.28094E+00
+4.560000E+03,-66.58031E+00
+4.565000E+03,-70.27656E+00
+4.570000E+03,-64.04125E+00
+4.575000E+03,-59.73125E+00
+4.580000E+03,-57.72531E+00
+4.585000E+03,-56.91094E+00
+4.590000E+03,-56.50219E+00
+4.595000E+03,-55.80469E+00
+4.600000E+03,-54.85469E+00
+4.605000E+03,-54.58813E+00
+4.610000E+03,-55.23813E+00
+4.615000E+03,-56.55969E+00
+4.620000E+03,-58.14719E+00
+4.625000E+03,-59.85156E+00
+4.630000E+03,-61.45656E+00
+4.635000E+03,-62.36500E+00
+4.640000E+03,-61.29375E+00
+4.645000E+03,-59.97125E+00
+4.650000E+03,-59.70625E+00
+4.655000E+03,-60.54844E+00
+4.660000E+03,-62.66719E+00
+4.665000E+03,-66.11313E+00
+4.670000E+03,-69.09688E+00
+4.675000E+03,-72.63750E+00
+4.680000E+03,-74.71312E+00
+4.685000E+03,-71.50062E+00
+4.690000E+03,-68.24063E+00
+4.695000E+03,-65.64500E+00
+4.700000E+03,-62.58750E+00
+4.705000E+03,-59.63344E+00
+4.710000E+03,-57.47219E+00
+4.715000E+03,-56.35656E+00
+4.720000E+03,-55.95219E+00
+4.725000E+03,-55.71250E+00
+4.730000E+03,-55.79000E+00
+4.735000E+03,-56.22906E+00
+4.740000E+03,-56.98406E+00
+4.745000E+03,-56.97531E+00
+4.750000E+03,-56.10156E+00
+4.755000E+03,-55.15813E+00
+4.760000E+03,-54.86750E+00
+4.765000E+03,-55.08219E+00
+4.770000E+03,-55.60719E+00
+4.775000E+03,-56.31094E+00
+4.780000E+03,-57.06781E+00
+4.785000E+03,-57.63875E+00
+4.790000E+03,-58.12125E+00
+4.795000E+03,-58.92313E+00
+4.800000E+03,-60.01094E+00
+4.805000E+03,-61.18844E+00
+4.810000E+03,-60.71844E+00
+4.815000E+03,-59.01719E+00
+4.820000E+03,-56.93406E+00
+4.825000E+03,-55.67031E+00
+4.830000E+03,-54.86125E+00
+4.835000E+03,-54.80625E+00
+4.840000E+03,-55.12406E+00
+4.845000E+03,-55.90406E+00
+4.850000E+03,-56.78750E+00
+4.855000E+03,-57.45563E+00
+4.860000E+03,-58.59531E+00
+4.865000E+03,-61.40031E+00
+4.870000E+03,-64.69937E+00
+4.875000E+03,-63.96875E+00
+4.880000E+03,-59.63969E+00
+4.885000E+03,-57.22969E+00
+4.890000E+03,-56.05375E+00
+4.895000E+03,-55.54813E+00
+4.900000E+03,-55.53281E+00
+4.905000E+03,-56.42906E+00
+4.910000E+03,-58.60125E+00
+4.915000E+03,-62.42500E+00
+4.920000E+03,-66.85656E+00
+4.925000E+03,-68.85156E+00
+4.930000E+03,-70.48906E+00
+4.935000E+03,-75.96781E+00
+4.940000E+03,-74.50938E+00
+4.945000E+03,-67.21063E+00
+4.950000E+03,-62.41563E+00
+4.955000E+03,-61.44000E+00
+4.960000E+03,-62.16375E+00
+4.965000E+03,-63.57875E+00
+4.970000E+03,-61.88875E+00
+4.975000E+03,-59.01875E+00
+4.980000E+03,-56.58844E+00
+4.985000E+03,-55.53344E+00
+4.990000E+03,-56.02656E+00
+4.995000E+03,-57.00781E+00
